object_id,public_caption,title,original_image_url,caption,is_oasc,gcs_url
435868,"Fig. 8. X-radiograph of The Met, 61.101.1",,http://images.metmuseum.org/CRDImages/ep/original/CP x-ray.jpg,,false,gs://gcs-public-data--met/435868/8.jpg
634108,"Fig. 5. Ferdinand Hodler, sketch for ""The Dream of the Shepherd,"" ca. 1895, carnet inv. 1958-176/10.12 (right side) © Musée d’art et d’histoire, Ville de Genève",,http://images.metmuseum.org/CRDImages/ep/original/Hodler 1.jpg,,false,gs://gcs-public-data--met/634108/5.jpg
634108,"Fig. 2. Ferdinand Hodler, sketch for ""The Dream of the Shepherd,"" ca. 1895, carnet inv. 1958-176/32.06 (left side) © Musée d’art et d’histoire, Ville de Genève",,http://images.metmuseum.org/CRDImages/ep/original/Hodler 2.jpg,,false,gs://gcs-public-data--met/634108/2.jpg
634108,"Fig. 7. Ferdinand Hodler, sketch for ""The Dream of the Shepherd,"" ca. 1895, carnet inv. 1958-176/116.07 (right side) © Musée d’art et d’histoire, Ville de Genève",,http://images.metmuseum.org/CRDImages/ep/original/Hodler 3.jpg,,false,gs://gcs-public-data--met/634108/7.jpg
634108,"Fig. 6. Ferdinand Hodler, sketch for ""The Dream of the Shepherd,"" ca. 1895, carnet inv. 1958-176/116.08 (left side) © Musée d’art et d’histoire, Ville de Genève",,http://images.metmuseum.org/CRDImages/ep/original/Hodler 4.jpg,,false,gs://gcs-public-data--met/634108/6.jpg
634108,"Fig. 3. Ferdinand Hodler, sketch for ""The Dream of the Shepherd,"" ca. 1895, carnet inv. 1958-176/116.11 (right side) © Musée d’art et d’histoire, Ville de Genève",,http://images.metmuseum.org/CRDImages/ep/original/Hodler 5.jpg,,false,gs://gcs-public-data--met/634108/3.jpg
634108,"Fig. 4. Ferdinand Hodler, sketch for ""The Dream of the Shepherd,"" ca. 1895, carnet inv. 1958-176/116.17 (both pages) © Musée d’art et d’histoire, Ville de Genève",,http://images.metmuseum.org/CRDImages/ep/original/Hodler 6.jpg,,false,gs://gcs-public-data--met/634108/4.jpg
435868,"Fig. 1. Paul Cézanne, ""The Card Players,"" ca. 1890–92, oil on canvas, 53 1/4 x 71 5/8 in. (Barnes Foundation, Philadelphia)",,http://images.metmuseum.org/CRDImages/ep/original/CP Barnes.jpg,,false,gs://gcs-public-data--met/435868/1.jpg
435868,"Fig. 7. Antoine Le Nain, ""The Little Card Players (Les Petits Joueurs de cartes),"" ca. 1635–40, oil on copper, 15 x 17 cm (Musée du Louvre, Paris)",,http://images.metmuseum.org/CRDImages/ep/original/Little CP.jpg,,false,gs://gcs-public-data--met/435868/7.jpg
